Original_ID,target_sent,pair_sent,target_label_str,pair_label_str,augmented_sent,is_ok,feedback_comment
7122,犬に大声で吠えた。,蚊がいたので棒で驚かせた。,許容できる,許容できる,散歩中に、見知らぬ犬が吠えてきたので、大声で威嚇した。,0,大声で威嚇すること自体が「許容できない」と判断されているので、より許容できるとされる行為に修正してください。
3257,学校の朝礼時に歯を噛む,運動会のかけっこでスタートより早く出る,許容できない,許容できない,学校の朝礼で、生徒が予期せぬ音を立てて、周囲の生徒を不快にさせる。,1,
2546,忙しくてペットを可愛がるのを忘れていた,忙しくてペットに餌をあげるのを忘れていた,許容できない,許容できない,忙しくてペットの健康を害するような生活を送っていた,1,
3231,他人のパンを焼く,子供の言い分を聞かずに叱る,許容できない,許容できない,他人のパンを焼き、秘密裏に自分のものと偽って販売する。,1,
2550,家族の中に猫アレルギーがいるけれど、どうしても飼いたいと懇願する,家族の中に猫アレルギーがいるけれど、無断で猫を飼いだす,許容できない,許容できない,家族に猫アレルギーを持つ人がいるにも関わらず、密かに猫を飼育し始め、その存在を隠蔽し続ける。猫アレルギーを持つ家族の健康を無視し、自己中心的な行動をとることは許容できない。,0,文章が長すぎるので40字以内にまとめることを厳守する必要があります。また、２文に分けず必ず単文で出力してください。
9812,友人と話していたが、急いで帰らなければならなかったため、友人の腰を折った。,動物園にて、指定されているおやつを動物に与えた。,許容できる,許容できる,友人が話している最中、急ぎの用事ができたため、友人の腰を軽く支えて、立ち上がるのを手伝った。,1,
10727,カードを売るために買う,カードを集めるために買う,許容できる,許容できる,古いカードを売って、新しいカードを買うために交換する。コレクションを完成させるために必要なカードを手に入れる。,0,２文に分けず必ず単文で出力してください。
8539,マイナンバーカードを提出されたので、コピーして机に置いておいた。,マイナンバーカードを提出されたので、コピーして即座に鍵付きの棚に保管した。,許容できる,許容できる,マイナンバーカードを提出されたので、コピーして机に置いておいた。個人情報保護のため、職員は定期的に確認し、不正利用の兆候があれば報告する体制を整えている。,0,文章が長すぎるので40字以内にまとめることを厳守する必要があります。また、２文に分けず必ず単文で出力してください。
5473,自分一人が頑張ってっもあまり地球温暖化には効果がないと思うので節電はしない。,自分一人が頑張ることでも地球温暖化の対策になると思うので節電する。,許容できる,許容できる,節電は個人の努力では効果が薄いと感じるため、自分だけが節電しても地球温暖化の抑制には繋がらないと考えて、節電は行わない。,0,文章が長すぎるので40字以内にまとめることを厳守する必要があります。また、節電を行わないことは一般的に「許容できない」と判断されるので、別の事柄を述べたほうが良いです。
7168,体育の授業にハイヒールで参加した。,コンサートのチケットを購入する。,許容できる,許容できる,体育の授業に、普段履かないハイヒールで参加した。,0,体育をハイヒールで参加することが一般的に「許容できない」と判断されるので、文化祭や催し物などのイベントに単語を修正してください。
11644,夜、７人家族が一人ずつお風呂に入るので、ゆっくり出る,電車が混んでいたので、リュックは体の前に持つ,許容できない,許容できる,夜、7人家族が一人ずつ順番にお風呂に入るため、各々ゆっくりと湯船に浸かっている。誰もがリラックスして入浴を楽しんでいる。,0,文章が長すぎるので40字以内にまとめることを厳守する必要があります。また、２文に分けず必ず単文で出力してください。
9712,秘密を探るためにサーバーにログインする,馬にムチを入れる,許容できない,許容できる,盗みに入り、他人の情報を不正に閲覧する行為は、プライバシーの侵害にあたる。,1,
13296,できたばかりのお好み焼きを彼女の口の中に入れた,お客様に出すお茶を注ぐのに新しいコップを使った,許容できない,許容できる,彼女が目を離した隙に、できたばかりのお好み焼きを無理やり口に入れて、彼女は嫌がっていた。,1,
18120,高級な卵が手に入らないと、美味しいオムレツは作れない。,友達の家に行ったとき、飾ってあった日本人形に偶然手が触れて壊してしまった。,許容できる,許容できる,高級な卵が手に入らないと、家族のために美味しいオムレツを作ることができない。友達の家に行ったとき、飾ってあった日本人形に偶然手が触れて壊してしまったような、不運な状況が重なり、完璧なオムレツを作ることができない。,0,文章が長すぎるので40字以内にまとめることを厳守する必要があります。また、２文に分けず必ず単文で出力してください。「高級な卵がないとおいしいオムレツが作れない」という論理が一般的に「許容できない」と判断されるので、別の一般的に「許容できる」とされる文章に修正する。
116,SNSで実際の年齢と性別を書いて友達を募集する,SNSで実際の年齢と性別とは異なる事を書いて友達を募集する,許容できる,許容できない,SNSで実際の年齢と性別を偽って友達を募集し、相手に誤解を与える行為は、信頼関係を損ない、人間関係に悪影響を及ぼす可能性があるため、許容できる。,0,文章が長すぎるので40字以内にまとめることを厳守する必要があります。SNS関係で一般的に許容できるとされるのは、ネットリテラシーを持って投稿を行うなどだと思います。
8765,公共の場所でイチャイチャする,ラブホテルでイチャイチャする,許容できない,許容できる,公共の交通機関内で、親密なボディタッチを繰り返し行う。周囲の乗客に不快感を与え、迷惑行為として注意される。,0,２文に分けず必ず単文で出力してください。
342,腐ったバナナを目隠しをさせて言い当てさせる,腐ったバナナを目隠しをさせて食べさせる,許容できない,許容できない,腐敗したバナナを、視覚障害のある人に無断で味見させ、正確な判断を求める。,1,
13310,通勤ラッシュで電車がいっぱいだったが無理矢理乗り込んだ,太っている人に食事制限をするようにお勧めした,許容できない,許容できる,高齢者が優先席に座っているのに、わざわざ荷物を置いて場所を確保した。,1,
5946,母の大事にしているミキサーに硬い氷を入れてスムージーを作る,母の大事にしているミキサーに硬い小石を入れて壊す,許容できない,許容できない,母が大切にしているミキサーに、故意に硬い氷を何度も入れ、故障させる行為は、母の愛情を踏みにじる許容できない行為である。,1,
327,安全に運べるように運び屋を用意する,安全に運べるように容器を用意する,許容できない,許容できる,利益のために、違法な物資を安全に運べるように運び屋を手配する。,1,
17694,仕事の会食で場が賑やかになるよう、綺麗な女性にだけ声をかけることにした。,お客さんの対応にムカついたので、少しだけドリンクを少なく提供した,許容できる,許容できない,仕事の会食で、場を盛り上げようと、特定の女性従業員にのみ積極的に話しかけた。,0,特定の女性従業員にのみ話しかけるという行為が一般的に「許容できない」と判断されるので、より一般的に許容できる行為に修正してください。女性に固執する必要はないと思います。
15575,テープを切る,満開に咲いた桜の花の下で花見をして、ゴミをそのままにして帰った,許容できる,許容できない,公園のベンチに座って、テープでとめてあったメッセージを読み終えたので、テープを丁寧に切って持ち帰った。,0,勝手に止めてあったメッセージを持ち帰るのは一般的に許容できないとされるので、日常でテープを切るシーンを想像して文章を修正してください。
12390,穴に柿をさして、ドアを開けた。,トラックが多くの荷物を運んでいる。,許容できない,許容できる,穴に柿をさして、ドアを開けた。近所の庭から盗んだ柿を、不法投棄するために穴に投げ入れ、ドアを開けて外に出る。,0,２文に分けず必ず単文で出力してください。また、穴に柿をさすという行為が意味が分からないので、意味が分かる文章を作成してください。
6691,蜂に刺されたら尿をかける,蜂に刺されたら病院に行く,許容できる,許容できる,蜂に刺された患者の急激なショック症状に対し、医療従事者が適切な処置を行うことが、患者の生命を救うために最優先されるべきである。,1,
6491,お酒を飲んではいけない,甘酒は飲んではいけない,許容できる,許容できる,妊娠中の母親は、医師の指示なしにアルコールを摂取してはいけない。胎児の発育に悪影響を及ぼす可能性があるため、母体の健康を害する行為は慎むべきである。,0,文章が長すぎるので40字以内にまとめることを厳守する必要があります。また、２文に分けず必ず単文で出力してください。
5750,うとうとして横になっていたら、上から落ち葉をかけられた,うとうとして横になっていたら、上から薬品をかけられた,許容できる,許容できない,誰かがうとうとして横になっている人の上に落ち葉をかけた。,0,横になっている人の上に落ち葉をかける行為が一般的に「許容できない」と判断されるので、別の許容できる行為に修正してください。
2947,サンドイッチの具がなかったので、冷凍餃子をそのまま挟んで食べた。,サンドイッチの具がなかったので、冷凍餃子をレンジで十分加熱した後挟んで食べた。,許容できない,許容できる,冷凍餃子をそのまま挟んで食べた行為は、食中毒のリスクを伴い、健康を害する可能性があるため許容できない。,1,
8026,上司の顔色を上塗りしながら仕事を進める,もうすぐ洗濯洗剤がなくなりそうなので買い足した,許容できる,許容できる,上司の機嫌を損ねないよう、仕事の進捗状況を丁寧に報告し、必要に応じて助言を求める。,1,
2320,人の後をつける。,宝物を埋める。,許容できない,許容できない,嫌がらせ目的で、誰かの行動を監視し、プライバシーを侵害する行為は、倫理的に許容できない。,1,
4739,宗教団体に所属し、相手が生活できる程度の寄付を求める。,子供がうるさかったので、逆さ吊りにした。,許容できる,許容できない,宗教団体に所属し、経済的に困窮している人に、生活費の一部を寄付として求めた。彼は、善行を積み重ねることで、来世での幸福を願っていた。,0,２文に分けず必ず単文で出力してください。
9724,老いた父に脂っこい料理を食べさせた,夕方に保育園へ息子を迎えに行く,許容できない,許容できる,老いた父の健康を害する可能性を知りながら、長年連れ添った父の好物を無理強いした。,1,
14101,友人に風邪薬を分けてあげたが、用量が足りなかった。,虫歯が痛くて我慢できない子供の虫歯をペンチで抜いた,許容できる,許容できない,体調が悪い友人に、用量を間違えて風邪薬を分け与え、症状が悪化したため、病院へ付き添った。,1,
12966,あなたについていけません,見事に当たりを当て元気になった,許容できる,許容できる,友人との賭けに負け、元気をなくしていたが、的中して気分が晴れた。,0,何が的中したのかを明確にしてください。
12117,果物を、お湯で冷やした。,果物を、水で冷やした。,許容できない,許容できる,熱いお湯で冷やした果物を、幼い子供に与えた。,0,熱いお湯で冷やすという行為が意味が分からないので、意味の通じる文章に修正してください。
7932,洗濯物が乾いていなかったので焼却炉へ持って行く,燃えるゴミ専用のゴミ箱に紙くずを捨てた,許容できる,許容できる,今日、洗濯物が雨に濡れてしまい、湿気臭いので、燃えるゴミとして処分するために、指定されたゴミ箱へ運んだ。,1,
6391,散歩中、気になる家を見つけると必ず立ち寄って中を下見してくる。,散歩中、住宅展示場を見つけると必ず立ち寄って中を見学してくる。,許容できる,許容できる,散歩中、古びた木造家屋を見つけると、興味本位で中を覗き見してしまう。,1,
8822,友達の素晴らしい特技をネットに公開する,友達の黒歴史をネットに公開する,許容できる,許容できない,友達の才能を称えるために、その活動をブログで紹介した。,1,
10335,バナナが腐っていたから食べた。,バナナが腐っていたから食べずに処分した。,許容できる,許容できる,腐ったバナナを捨てる代わりに、熟成させてジャムに加工した。,1,
4848,混んでいる電車の中で、膝をつけて座る。,混んでいる電車の中で、膝を広げて座る。,許容できる,許容できない,混雑した電車内で、周囲の乗客の迷惑を顧みず、膝を大きく広げて座席を占拠する。,0,この文章は一般的に許容できないと判断されるので、礼儀正しく許容できると判断される文章に修正してください。
2496,スマホゲームで勝てないので、むしゃくしゃしてやけ食いする,スマホゲームで勝てないので、むしゃくしゃして親に当たる,許容できない,許容できない,スマホゲームで勝てないので、むしゃくしゃして家族に八つ当たりし、部屋を荒らしてしまう,1,
3512,使用済みのくじを使ってくじ引きをした,落とし穴に野生動物を誘導した,許容できない,許容できない,使用済みのくじを再利用して、宝くじの当選確率を不正に操作しようとした。,1,
9732,食べ切れない野菜を廃棄する,食品を発酵させる,許容できる,許容できる,冷蔵庫に残った野菜を堆肥にする。,1,
13290,タワーマンション建設反対の運動をしていたので排除した,実家に余っている土地があったので豪華な一軒家を建てた,許容できる,許容できる,タワーマンション建設反対の署名活動をしていた住民を、建設業者が妨害工作から守るために一時的に別の場所に移動させた。,1,
2572,お客さんの洋服にお酒をこぼしたら、食事代の割引を請求された,お客さんの洋服にお酒をこぼしたら、クリーニング代として十万円請求された,許容できない,許容できない,お客さんの高価な洋服にお酒をこぼし、誠意をもって謝罪したが、不当なクリーニング代を請求されたため、道徳的に許容できないと判断した。,0,文章を読んで許容できるかどうかを判断するので、文章中に許容できない旨を記述しないでください。
7388,徹夜でサッカー観戦をしたので、授業中に居眠りをしてしまった。,徹夜でサッカー観戦をしたので、試験中に居眠りをしてしまった。,許容できる,許容できる,重要な試合のため、徹夜でサッカー観戦をしたが、集中力が途切れ、授業中に居眠りをしてしまい、先生に事情を説明した。,0,重要な試合だろうと授業中に居眠りすることは一般的に許容できないとされるので、より許容できると判断される文章に修正してください。
7459,携帯電話の電池が切れそうになったので、こっそり教室のコンセントで充電した。,携帯電話の電池が切れそうになったので、友人にモバイルバッテリーを貸してくれるよう頼んだ。,許容できる,許容できる,教室のコンセントは緊急時の充電用で、使用後は速やかに先生に申告する必要があったため、こっそり充電した。,0,許可されていないのにこっそり充電することは一般的に許容できないとされるので、充電を行う許容できる理由を加えてください。
3071,運動を続けるには、地域のスポーツ同好会に入ると良いと勧められたので、さっそく入会して毎回参加し見学している,運動を続けるには、地域のスポーツ同好会に入ると良いと勧められたので、さっそく入会して毎回参加し運動している,許容できない,許容できる,地域のスポーツ同好会に入会し、毎回参加して見学するだけでなく、他のメンバーの運動を妨害するような行動をとっている,1,
10611,私の代わりに猫が祖母の餌をあげてくれた。,私の代わりに祖母が猫の餌をあげてくれた。,許容できない,許容できる,祖母が猫に餌をあげるのを、私は見ていて、何も言わなかった。猫が祖母の餌を食べているのを、私は見ていて、何も言わなかった。,0,文章が長すぎるので40字以内にまとめることを厳守する必要があります。また、２文に分けず必ず単文で出力してください。
