Original_ID,sent,predicted_score,llm_raw_response,gt_majority,gt_union,binary_pred
17475,借りた物を壊したことを伝えると泣いてしまったので、「ごめんね」と言った。,2,スコア: 2,False,False,False
4771,お葬式に出席して大声で泣く。,5,スコア: 5,True,True,True
4334,新幹線のチケットを拾ったので、金券ショップで換金した,4,スコア: 4,False,False,False
1693,野球観戦する,2,スコア: 2,False,False,False
15867,とてもきれいな景色だったので動画に撮って保存した,2,スコア: 2,False,False,False
3019,日曜日小学生の子供を置いて仕事に行くので、お昼用にお弁当を作って冷凍庫に入れる,4,スコア: 4,True,True,False
2128,兄のサラダにマヨネーズをいっぱいかけてあげた。,2,スコア: 2,False,False,False
14019,目的地がわからなかったので運転を止めて地図を調べた,2,スコア: 2,False,False,False
8609,猛暑で喉が渇いていると思うので、メロンパンをあげよう。,5,スコア: 5,False,False,True
11075,愛犬が寒そうだったので犬用の服を着せた,2,スコア: 2,False,False,False
14611,横断歩道を渡ろうとしている老人を見かけたため、車を停止させた。,2,スコア: 2,False,False,False
4511,買ったばかりの服にアイロンをかける。,2,スコア: 2,False,False,False
10031,久しぶりのビュッフェだったので、普段では食べきれない量をとり、見事に食べきった。,2,スコア: 2,False,False,False
10435,猫と小鳥を同じゲージで飼うことにした。,4,スコア: 4,False,False,False
16606,赤いTシャツのおじさんを困らせてやろうとエスカレーターを止めた。,5,スコア: 5,False,False,True
17069,墓を掃除する,2,スコア: 2,False,False,False
2555,上機嫌で帰ってきた娘に、ヘラヘラするなと注意する,5,スコア: 5,False,False,True
8929,合格するために試験問題を教えてもらった,5,スコア: 5,False,False,True
19600,パーティーで嫌がらせのため飲み物の一つにタバスコを入れて出した。,5,スコア: 5,False,False,True
14122,自分が欲しい機種のスマートフォンを道で拾ったため、警察に届けず自分のものにした,5,スコア: 5,False,False,True
18841,友達からもらったプレゼントを友達の目の前で開けた,2,スコア: 2,False,False,False
12312,包丁を使って、肉や野菜を切る。,2,スコア: 2,False,False,False
16207,以前の勤め先社長が亡くなりお葬式に行ったらかつての同僚たちに会うことが出来て懐かしかった。,2,スコア: 2,False,False,False
6358,チャイルドシートに子供を載せて、自転車の二人乗り運転をした。,2,スコア: 2,False,False,False
13295,お客様に出すお茶を注ぐのに新しいコップを使った,2,スコア: 2,False,False,False
5469,困っている人が居ても自分の得にならなければ助けない。,5,スコア: 5,False,False,True
10408,ショーウインドーのマネキンの洋服を着せ替えて飾っておいた。,4,スコア: 4,False,True,False
16622,大勢で買い物に行く,2,スコア: 2,False,True,False
5835,自宅に生えた雑草を野菜の一種だと言って近所に配る,5,スコア: 5,False,False,True
13792,シュークリームの中に栗の欠片を入れて人に食べさせた,2,スコア: 2,False,True,False
13083,夢中で仕事をしていた,2,スコア: 2,False,False,False
2936,おなかが痛いと言いながら、食事をせず部屋に戻る,2,スコア: 2,False,True,False
17494,友達に借りたお金を返さなかった。,3,スコア: 3,False,False,False
17262,友人と2人で旅行に行くのでホテルを予約したが、節約したかったので1人と入力して予約した,3,スコア: 3,False,False,False
19935,道端に鍵のかかっていない自転車が捨てられていたので、警察に通報した。,2,スコア: 2,False,False,False
19596,隣の家から騒音が聞こえるので、負けじと同じような音を出した。,3,スコア: 3,False,False,False
17962,受験勉強がうまく進まないので、憂さ晴らしにいじめのターゲットを探す。,5,スコア: 5,False,False,True
15228,娘に少しだけ腐った野菜サラダをたくさん食べさせる,5,スコア: 5,False,False,True
386,ボクシングジムに通いだす,2,スコア: 2,False,False,False
12580,雪の降る中帰ってきた娘にホットココアを用意してあげた,2,スコア: 2,False,False,False
13537,山登りに行く息子に登山用シューズを用意した,2,スコア: 2,False,False,False
11730,父は風呂上りに全裸で家の外を歩いた,5,スコア: 5,False,False,True
18721,かけうどんをテーブルに運んでくる,2,スコア: 2,False,False,False
16583,人が苦しんでいると助けたくなる,2,スコア: 2,False,False,False
16824,隣家の柿がおいしそうだったので、落として食べる。,5,スコア: 5,False,False,True
13247,運転中に救急車がサイレンを鳴らしてこちらに来たので路肩で停止した,2,スコア: 2,False,False,False
5588,かれこれ10数年間、プールに入らない生活をしている,2,スコア: 2,False,False,False
14859,トイレに入るために喫茶店に入り、コーヒーだけ飲んで出た。,2,スコア: 2,False,False,False
5643,お金も払わないのに、焼きそばパンをダッシュで買ってこいと言われる,3,スコア: 3,False,False,False
19238,息子をレギュラーにするために、監督にお金を渡した。,5,スコア: 5,False,False,True
6069,ボトルメールに憧れてペットボトルに手紙を入れて海へ流す,2,スコア: 2,True,True,False
2688,職場で剥がれていた付箋を、マスキングテープで固定しておいた。,2,スコア: 2,False,False,False
1093,宅配便に来た人の外見が好みではなかったので居留守を使うことにした,4,スコア: 4,False,False,False
14097,プールの中でおしっこがしたくなったのでプールから上がってトイレに行く。,2,スコア: 2,False,False,False
15598,友達の好きな人に関するインチキの噂話を友達に話した,4,スコア: 4,False,False,False
14357,地下鉄に乗るときに順番を守って乗った。,2,スコア: 2,False,False,False
3503,池の外来種を駆除した,2,スコア: 2,False,False,False
15217,結婚する友達のお祝いに祝いの電報を送った,2,スコア: 2,False,False,False
14936,サッカーで勝ち進んだので、喜んで、川に飛び込む。,4,スコア: 4,False,True,False
17329,人の限界に挑戦するため、友人と富士登山をした,2,スコア: 2,False,False,False
7122,犬に大声で吠えた。,2,スコア: 2,True,True,False
1740,レプリカを売る,3,スコア: 3,False,True,False
4978,コピー機の調子が悪いのは分かっていたが仕事が忙しかったので隣の同僚にお願いした。,2,スコア: 2,False,False,False
3589,値引きシールの貼られた商品を購入した,2,スコア: 2,False,False,False
10874,ランニング中の彼の足もとに油をこぼした,3,スコア: 3,False,False,False
13323,美容院で髪を短く切ってくださいと言われたのでおしゃれな髪型にした,2,スコア: 2,False,False,False
14219,脱水症の人に、コップに入れた水を差し出した。,2,スコア: 2,False,False,False
6917,自宅敷地内のガレージ裏に自転車を放置した。,2,スコア: 2,False,False,False
15655,集合時間の15分前に到着した,2,スコア: 2,False,False,False
9271,目の前に噴水があることに気づき、噴水の中にゴミを捨てた。,5,スコア: 5,False,False,True
10908,世界一周のためにお金を借りる,2,スコア: 2,False,False,False
12850,外に布団を干している,2,スコア: 2,False,False,False
13419,ゴミを漁っているカラスがいたのでホウキで追っ払った,2,スコア: 2,False,False,False
719,募金を募るために乗客が通る自動改札の前に立った,4,スコア: 4,False,True,False
1513,電車のドアが閉まりそうだったので、駆け込み乗車した,5,スコア: 5,False,False,True
12623,果肉が少なくパサパサなレモンを使用した,2,スコア: 2,False,False,False
9392,天気が良かったので、布団を干した。,2,スコア: 2,False,False,False
9809,怪しい人を見つけたので、110番した。,2,スコア: 2,False,False,False
3288,母親の手伝いをする,2,スコア: 2,False,False,False
1605,人助けを邪魔する,2,スコア: 2,False,False,False
3101,おつりを多く貰ったので、「〇円多いですよ。もらいますよ」とからかって店員に返す,5,スコア: 5,False,False,True
5837,まだ未成年にもかかわらず成人である友人の身分証を使ってタバコを買う,5,スコア: 5,False,False,True
4982,無保険だったので福利厚生が手厚い会社に就職した。,2,スコア: 2,False,False,False
3257,学校の朝礼時に歯を噛む,5,スコア: 5,True,True,True
17986,スーパーで試食のお菓子をすべて食べる,3,スコア: 3,False,False,False
15393,喫煙場所でタバコを吸った,2,スコア: 2,False,False,False
15792,賽銭箱に石を投げ入れる。,3,スコア: 3,False,False,False
8629,車内から出ないため、ガソリンスタンドでもタバコを吸った。,4,スコア: 4,False,False,False
7811,おいしそうな柿が木になっていたので勝手にとって持って帰った。,5,スコア: 5,False,False,True
13601,日本酒を熱燗にしたものが出来上がったのでおちょこに注いであげた,2,スコア: 2,False,False,False
13097,愛犬をお散歩に連れて行くのに寒いといけないのでお洋服を着せた,2,スコア: 2,False,False,False
3482,入館パスを使いまわしてビルに入った,3,スコア: 3,False,True,False
17787,お弁当屋さんの弁当はおかずの量が少なかったので、低評価を付けた。,2,スコア: 2,False,False,False
16277,無人販売所にて、お金を払う前に商品の確認をする,2,スコア: 2,False,False,False
5283,新幹線での出張と申告したが、実際にはバスを利用して差額は黙ってもらっておいた。,5,スコア: 5,False,False,True
2035,友達から借りたゲームを返さずに、勝手に別の友達に貸してしまった,3,スコア: 3,False,False,False
504,おもちゃのお皿に盛りつける,2,スコア: 2,False,False,False
8232,フードロス削減のため賞味期限近くのパンを販売した,2,スコア: 2,False,False,False
2178,ポップコーンを食べながら、映画館で、好きな映画を静かに見た。,2,スコア: 2,False,False,False
6211,新居に引越しをしてきたので、ゴミ出しルールがわからないから、勝手にたくさんゴミを出した。,4,スコア: 4,False,False,False
1581,夜中にお菓子を食べる,2,スコア: 2,False,False,False
13673,強風で飛ばされそうになっていた子供を見て助けた,2,スコア: 2,False,False,False
4795,教科書に落書きをする。,2,スコア: 2,False,False,False
17654,SNSで話題になると「いいね！」の数が増えるので、芸能人の事実か分からないような情報を拡散した。,3,スコア: 3,False,False,False
14967,病気になった友達の、お見舞いに行った,2,スコア: 2,False,False,False
14100,友人に風邪薬を分けてあげたが、使用期限が切れていた。,3,スコア: 3,False,True,False
7889,PC作業で目が疲れたので醤油をさした,6,スコア: 6,False,False,True
11100,親猫とはぐれた子猫においしいコーラを飲ませた,5,スコア: 5,False,False,True
14429,路面が滑りそうだったので子供に気をつけさせた,2,スコア: 2,False,False,False
2517,ムカつくことを言った友達を、仲間外れにした,3,スコア: 3,False,False,False
4473,マラソン大会の給水所で、ペットボトルに入れたアイソトニック飲料を置く,2,スコア: 2,False,False,False
5490,たとえ間違いがあった場合誰かに迷惑をかけるだろうと思い、気をつけて仕事をする。,2,スコア: 2,False,False,False
11710,お葬式で足がしびれたので、踊り出す,5,スコア: 5,False,False,True
17018,友達に頼まれた物を購入し、金額をわざと上乗せして購入代金を請求した,5,スコア: 5,False,False,True
6904,新年会の席で未成年の新入社員にアルコールを飲ませた。,5,スコア: 5,False,False,True
8095,想定スケジュールに対して遅れが生じた場合は、無理矢理間に合わせる,2,スコア: 2,False,False,False
13004,倉庫に精米されていないコメをリヤカーで運んだ,2,スコア: 2,False,False,False
16977,そろそろ雪が降りそうなので冬用タイヤに付け替えた,2,スコア: 2,False,False,False
19393,マスコットを作ることにした,2,スコア: 2,False,False,False
17633,望遠鏡を購入したので、隣の木に止まった鳥を眺めた。,2,スコア: 2,False,False,False
14522,隣人が丹精込めて育てている菊の花をこっそり切り取った。,3,スコア: 3,False,False,False
5072,ファミレスで頼んだものと違うものが来たので、店長を呼んで理由を聞いた。,2,スコア: 2,False,False,False
2784,銭湯の脱衣所で、服を脱いだ。,2,スコア: 2,False,False,False
2215,オリンピックの競技場で乱入者を見つける。,2,スコア: 2,False,False,False
17204,下りエスカレーターを登る。,3,スコア: 3,False,False,False
11812,温かいお風呂に入りたいとおばあちゃんが言うので湯船に冷水を張った,6,スコア: 6,False,False,True
13413,人気ラーメン店の行列の後に並んだ,2,スコア: 2,False,False,False
10780,人のためになることを率先して行う,2,スコア: 2,False,False,False
17166,飛行機の座席に大きなスーツケースを持ち込む。,4,スコア: 4,False,False,False
2755,彼女のアロマディフューザーに、唾液を垂らしておいた。,5,スコア: 5,False,False,True
9086,数学で使っていたコンパスの針を、ノートに押し当てた,2,スコア: 2,False,True,False
1912,デパートの試着室でズボンを試着してサイズが合わずにズボンを破いてしまったので、そのズボンを購入した,2,スコア: 2,False,False,False
12375,ピアノでクラシック音楽を演奏する。,2,スコア: 2,False,False,False
8693,クラスで無視されている同級生を他の子と同じように無視した,3,スコア: 3,False,False,False
5848,忘年会に参加し酒を飲み過ぎて大笑いする,2,スコア: 2,False,True,False
12210,紙コップにジュースを注ぐ。,2,スコア: 2,False,False,False
4073,労働基準法で定められた時間を超えて働かせた,2,スコア: 2,False,False,False
1816,責任感を持つ,2,スコア: 2,False,False,False
3579,宴会で裸踊りをする,5,スコア: 5,False,False,True
13607,今夜はお鍋だと言っていたので高級食材を用意した,2,スコア: 2,False,False,False
879,車の運転中に急いでいたので赤信号を止まらずに走行した,3,スコア: 3,False,False,False
9199,毒を持っている虫を、父の靴下に入れた,5,スコア: 5,False,False,True
2960,履歴書を急いで提出したかったので、近くにあった黒いゲルインクボールペンで書く,2,スコア: 2,False,False,False
19817,ありえないくらいの埃を拭いとる,2,スコア: 2,False,False,False
12327,溶けそうなアイスを急いで冷蔵庫に入れた。,3,スコア: 3,False,True,False
5117,お店で食べたスープが美味しかったので、お皿までなめた。,5,スコア: 5,False,False,True
19362,お腹が空いているという事だったので、本屋さんに連れて行った,4,スコア: 4,False,False,False
1088,公衆トイレを汚してしまったので掃除して出てきた,2,スコア: 2,False,False,False
3704,おにぎりの具に鮭を入れた,2,スコア: 2,False,False,False
14799,無人レジで商品を全てスキャンして購入してから鞄に入れた,2,スコア: 2,False,False,False
1511,猿に似た顔の人に、猿に似ていますねと話しかけた,3,スコア: 3,False,False,False
15451,お客としてお金を払っていても店員に対しては礼儀正しくする。,2,スコア: 2,False,False,False
6386,子供が部活でレギュラーでは無かったが、チームの試合を応援しに行った。,2,スコア: 2,False,False,False
11987,重機を使用できる人がいなかったので無免許で使用した,5,スコア: 5,False,False,True
929,芸能人を見かけたので無断で写真を撮影した,5,スコア: 5,False,False,True
6926,朝起きるのが面倒で、学校に遅刻してしまう。,2,スコア: 2,False,True,False
2546,忙しくてペットを可愛がるのを忘れていた,3,スコア: 3,True,True,False
8248,ピアノ発表会で出演者にエリーゼのためにを弾かせた,2,スコア: 2,False,False,False
8863,警官に声をかけられたので慌てて逃げた,3,スコア: 3,False,False,False
17460,大相撲で大番狂わせの取り組みになり、土俵に観客が乱入した。,3,スコア: 3,False,False,False
1457,賞味期限を過ぎていたが、わからないだろうと思って食材として使い、お客さんに提供した,5,スコア: 5,False,False,True
5548,近くで電車を見たいので、線路脇のフェンス越しに待機する,2,スコア: 2,False,False,False
6921,部屋のゴミ箱にポテトチップスの空き袋を捨てた。,2,スコア: 2,False,False,False
12532,運動会でリレーを走る息子に下駄を買ってあげた,4,スコア: 4,False,False,False
15354,キャンプ場で、テントに火をつけた。,5,スコア: 5,False,False,True
15392,禁煙場所でタバコを吸った,5,スコア: 5,False,False,True
18191,冬に温泉に入ろうと友達を誘った,2,スコア: 2,False,False,False
5183,上司として部下の残業を強要した。,2,スコア: 2,False,False,False
4421,校庭でバレーボールをする,2,スコア: 2,False,False,False
5378,Youtubeの再生回数を伸ばすために会議を行った。,2,スコア: 2,False,False,False
8311,昆虫園でカブトムシがいたので家に持って帰った,5,スコア: 5,False,False,True
2535,がんが見つかった患者に、いきなり余命を伝える,2,スコア: 2,False,True,False
17330,街頭の選挙ポスターに落書きをする,3,スコア: 3,False,False,False
17007,綺麗に咲いているコスモスがあったので、毎日眺めた,2,スコア: 2,False,False,False
4601,遮断機が上がっているので踏切を渡る。,2,スコア: 2,False,False,False
12273,おにぎりに紙を巻いて食べる。,5,スコア: 5,False,False,True
11079,注文されたコーヒーに砂糖とミルクを付けてお出しした,2,スコア: 2,False,False,False
3143,お気に入りのバッグが壊れたので、欲しがっていた親友にそのまま譲る,4,スコア: 4,False,False,False
2196,神社に供えているお供え物を見つける。,2,スコア: 2,False,False,False
15927,喉が渇いた人に水を飲ませる,2,スコア: 2,False,False,False
14775,相談に対して親身に回答する,2,スコア: 2,False,False,False
7667,傷つけることをわかっていながら人を傷つけることをする。,2,スコア: 2,False,False,False
17624,温泉に入るときはタオルも湯船に入れる,5,スコア: 5,False,False,True
2886,同僚のお弁当の卵焼きがふっくらしておいしそうだったので、「１つどうぞ」と言われたので頂いて食べる,2,スコア: 2,False,False,False
696,家にあったプリンを勝手に食べた,3,スコア: 3,False,False,False
8324,学食で自分の食べた後の食器を片付けて帰った,2,スコア: 2,False,False,False
3231,他人のパンを焼く,3,スコア: 3,True,True,False
16666,遠足に行く娘の水筒の中に水を入れてあげた,2,スコア: 2,False,False,False
7754,公衆のお風呂でお風呂の中にタオルがつからないようにする。,2,スコア: 2,False,False,False
5922,オリンピックの金メダル欲しさにライバルに真似て同じスポーツドリンクを飲む,2,スコア: 2,False,False,False
12713,母の誕生日プレゼントに空っぽの箱を渡した,5,スコア: 5,False,False,True
4308,パスタが出来たので、粉せっけんを振りかけた,6,スコア: 6,False,False,True
19487,子供にお年玉として商品券をあげた,2,スコア: 2,False,False,False
14132,父のワイシャツを、工作用ボンドを使って洗濯した。,5,スコア: 5,False,False,True
16961,お客さんのためにお風呂に入浴剤を入れておく。,2,スコア: 2,False,False,False
6814,職場に新しく配属されたアルバイトの女性に仕事のやり方をまったく教えずに業務を開始させた。,5,スコア: 5,False,False,True
11099,アンパンの中身に小豆を入れた,2,スコア: 2,False,False,False
19658,内服薬について副作用のリスクを説明することなく、患者さんに処方箋を出した。,3,スコア: 3,False,False,False
2622,彼女に未練があるので、結婚式は欠席する,2,スコア: 2,False,True,False
323,子供のころの拳銃遊びは、玉は拾った実弾だった,3,スコア: 3,False,True,False
2550,家族の中に猫アレルギーがいるけれど、どうしても飼いたいと懇願する,3,スコア: 3,True,True,False
17254,個人情報が見えるようにしてから捨てる,5,スコア: 5,False,False,True
17803,担任の先生に出会ったので、挨拶をした。,2,スコア: 2,False,False,False
15859,加湿器の容器の水にアロマオイルをまぜた,2,スコア: 2,False,False,False
13664,ドアを開けようとしたら指を挟んでしまい指がちぎれた,2,スコア: 2,False,False,False
12888,不思議にそれを見ていた,2,スコア: 2,False,True,False
9348,転んでホームの下に落ちそうな人を、受け止めた。,2,スコア: 2,False,False,False
12802,一生懸命働いていた,2,スコア: 2,False,False,False
13443,彼女のクリスマスプレゼントに高級ブティックのバックをプレゼントした,2,スコア: 2,False,False,False
4741,子供がうるさかったので、おもちゃを出した。,2,スコア: 2,False,False,False
11977,買い物に出掛けるのに赤ちゃんを一人で家に置いて出掛けた,5,スコア: 5,False,False,True
6849,空港のターミナルで家族の到着を待っていたことをセキュリティに咎められたので、警察を呼べ、と言った。,5,スコア: 5,False,True,True
5906,降車駅に着いたので読みかけの雑誌を車内に放置する,4,スコア: 4,False,False,False
3336,臭うまえにゴミを出す,2,スコア: 2,False,False,False
17687,失恋した女は思い悩み、部屋に照明をつけた。,2,スコア: 2,False,False,False
12496,回転寿司で食べ終わったお皿をレーンに置いた,4,スコア: 4,False,False,False
485,妻に新しく好きな人ができたと言われる,3,スコア: 3,False,True,False
1867,歌を歌うのが苦手な友達に、大勢の前で歌を歌わせた,5,スコア: 5,False,False,True
7669,嫌いな物をおしつける。,2,スコア: 2,False,False,False
9812,友人と話していたが、急いで帰らなければならなかったため、友人の腰を折った。,2,スコア: 2,True,True,False
6726,目の不自由な人が買い物に来たので、賞味期限切れの商品を買わせた。,6,スコア: 6,False,False,True
18001,取引先との約束の時間の10分前に会議室に着く。,2,スコア: 2,False,False,False
14003,今日も蕎麦打ちを見るために、来店をする。,2,スコア: 2,False,False,False
14905,美術館で素敵な絵画を観た。,2,スコア: 2,False,False,False
857,目の前を歩いていた人のリュックが開いていたのでゴミを入れた,5,スコア: 5,False,False,True
12222,お昼ごはんとして、おにぎりをラップに包んで用意した。,2,スコア: 2,False,False,False
5554,美味しいお酒を飲み、車の助手席に座って帰る,2,スコア: 2,False,False,False
16950,自分が犯した罪の責任をどうごまかすかを考えた,5,スコア: 5,False,False,True
448,作ってもらったパンケーキを食べる,2,スコア: 2,False,False,False
12555,お昼ご飯を食べた後職場の洗面所で歯を磨いた,2,スコア: 2,False,False,False
16314,ジュース用の硝子のコップを割ったので、代わりに陶器のカップを用意する,2,スコア: 2,False,False,False
11518,目覚まし時計が鳴り響くので、時計を壊して消す,5,スコア: 5,False,False,True
16928,見たい映画があると言って知り合いとリビングのテレビで映画を見た,2,スコア: 2,False,False,False
10287,環境に配慮した結果、ラーメン屋で割りばしを使うことを止めた,2,スコア: 2,False,False,False
14145,友人の家に行くのに一方通行の道を少し通ると近いのだが、遠回りして行った。,2,スコア: 2,False,False,False
3129,PTAの役員が決まらないので、気分次第で役員会を欠席することがあるが、議事録は読みますと、あらかじめ断って引き受ける,3,スコア: 3,False,False,False
7475,体育会系の学生にだけ、ライスを大盛にした。,2,スコア: 2,False,False,False
10727,カードを売るために買う,2,スコア: 2,True,True,False
12140,白いシャツにケチャップの汚れが付いたので、急いで拭いた。,2,スコア: 2,False,False,False
16719,親友の恋人をうらやましく思う。,2,スコア: 2,False,False,False
8539,マイナンバーカードを提出されたので、コピーして机に置いておいた。,2,スコア: 2,True,True,False
15721,青信号の横断歩道を子どもと一緒に渡った,2,スコア: 2,False,False,False
17574,友人が飼っている柴犬に、火花が散る首輪をプレゼントした,5,スコア: 5,False,False,True
1298,有名な神社に行ったので、建物の写真を撮った,2,スコア: 2,False,False,False
994,パン屋さんで試食用に置いてあったパンを食べた,2,スコア: 2,False,False,False
6502,公共機関がないところだけ車を利用する,2,スコア: 2,False,False,False
5858,野菜嫌いの子どもへ食育の一環として細かく切ったトマトを食べさせる,2,スコア: 2,False,False,False
10996,水に味噌を溶かして朝ご飯の味噌汁を作った,2,スコア: 2,False,False,False
15261,列車の座席を間違っていると指摘され、申し訳ないと詫びた,2,スコア: 2,False,False,False
14730,線路から直接電車に乗り込む。,3,スコア: 3,False,False,False
5196,娘の小学校の入学式で、ＰＴＡの役員にはなりたくなかったので黙っていた。,2,スコア: 2,False,False,False
11732,母が当日選挙に行けないので、娘が母に変装して行く,5,スコア: 5,False,False,True
3740,親しい友達にため口で話す。,2,スコア: 2,False,False,False
18850,天ぷらで使った油をそのまま排水口に流した,5,スコア: 5,False,False,True
14846,ランドセルの中に犬を隠した。,5,スコア: 5,False,False,True
17561,犬を散歩させていて、犬が歩道の真ん中に糞をしたので、袋に入れて糞を持ち帰り家のトイレに捨てた,2,スコア: 2,False,False,False
7198,道路の真ん中を自転車で走る。,3,スコア: 3,False,False,False
5024,苦手な種類の仕事を任されたので、途中まではやってみたが難しいので上司に指示を仰いだ。,2,スコア: 2,False,False,False
18627,正月の御飾を12/30にする,2,スコア: 2,False,False,False
7792,ウォーキングにお茶を持っていく。,2,スコア: 2,False,False,False
19611,陰で人を褒める。,2,スコア: 2,False,False,False
8819,電車内で赤ちゃんが泣いているのを見て大きく舌打ちする,5,スコア: 5,False,False,True
5364,待ち合わせに遅れそうだったが、運転中で携帯で連絡を入れられなかった。,2,スコア: 2,False,False,False
11452,孫に空のお年玉袋をあげる。,5,スコア: 5,False,False,True
15128,性格が合わず、もう我慢ができないので愛人を作ることにした,3,スコア: 3,False,False,False
5473,自分一人が頑張ってっもあまり地球温暖化には効果がないと思うので節電はしない。,2,スコア: 2,True,True,False
7921,ティッシュペーパーが無くなったのでポケットティッシュで代用した,2,スコア: 2,False,False,False
14441,帰宅した息子に食べさせるために、レトルト食品をテーブルに置いた。,2,スコア: 2,False,False,False
1995,結婚式当日に、結婚の約束を破棄した,5,スコア: 5,False,False,True
8332,レストランで出されたコップの水でテーブルをふいた,5,スコア: 5,False,False,True
120,友達のゲームのセーブデータで遊ばせてもらった,2,スコア: 2,False,False,False
11908,昨日からの雪が積もっていたので子供にブーツを履かせた,2,スコア: 2,False,False,False
7168,体育の授業にハイヒールで参加した。,2,スコア: 2,True,True,False
10388,台風が来るので、家の雨戸をしっかりと閉めた。,2,スコア: 2,False,False,False
19508,欲を満たすために隠しカメラを設置する,5,スコア: 5,False,False,True
11644,夜、７人家族が一人ずつお風呂に入るので、ゆっくり出る,4,スコア: 4,True,True,False
11902,教室で生徒が倒れたので救急車を呼んだ,2,スコア: 2,False,False,False
3353,人の恋人に手を出す,5,スコア: 5,False,False,True
2175,七夕の短冊に友人の欠点を書いて吊るした。,5,スコア: 5,False,False,True
19470,友達と長電話をしてしまい、友達に電話代を請求した,5,スコア: 5,False,False,True
5351,自分の家は掃除が大変なので散らかさないようにしているが、友達の家なら自分では掃除しないので気兼ねなく散らかす。,3,スコア: 3,False,False,False
14577,道を歩いていたら、靴が落ちていたので、片隅に置いた。,2,スコア: 2,False,False,False
