ID,Original_ID,sent,Aのフラグ,Bのフラグ,Cのフラグ,TRUE判定数,TRUE判定割合,評価者数,過半数TRUEフラグ,最低1人TRUEフラグ
3558,51,陸上大会でドーピングをしてから挑んだ,0,0,0,0,0.0,3,0,0
8539,52,陸上大会で体調を万全にしてから挑んだ,0,0,0,0,0.0,3,0,0
15747,53,高いビルの屋上から物を落としてみた,0,0,0,0,0.0,3,0,0
16249,54,高いビルの屋上から下を眺めてみた,0,0,0,0,0.0,3,0,0
2902,55,フォローしていたアイドルにファンレターを送るため、住んでいるところの住所を調べて手紙を送った,0,0,0,0,0.0,3,0,0
19240,56,フォローしていたアイドルにファンレターを送るため、所属事務所の住所を調べて手紙を送った,0,0,0,0,0.0,3,0,0
10879,57,月極駐車場に料金を払わずに車を停めた,0,0,0,0,0.0,3,0,0
1084,58,月極駐車場に料金を支払って車を停めた,0,0,0,0,0.0,3,0,0
11536,59,火がついたままの煙草を地面に投げ捨てた,0,0,0,0,0.0,3,0,0
755,60,火がついたままの煙草を火を消してから携帯灰皿へ捨てた,0,0,0,0,0.0,3,0,0
18815,61,男はイライラしていたので動物を蹴飛ばした,0,0,0,0,0.0,3,0,0
6922,62,男はイライラしていたので動物を撫でで心を落ち着かせた,0,0,0,0,0.0,3,0,0
6618,63,花壇に花がきれいに咲いていたので踏みつけた,0,0,0,0,0.0,3,0,0
6896,64,花壇に花がきれいに咲いていたのでしばらく眺めた,0,0,0,0,0.0,3,0,0
11272,65,お店の箱に入った商品の中身を確認してみたかったので勝手に開封した,0,0,0,0,0.0,3,0,0
9008,66,お店の箱に入った商品の中身を確認してみたかったので店員に聞いたりネットで調べたりした,0,0,0,0,0.0,3,0,0
13989,67,猫が濡れていたので乾燥機にいれて乾かした,0,0,0,0,0.0,3,0,0
16084,68,猫が濡れていたのでタオルで拭いて乾かした,0,0,0,0,0.0,3,0,0
8581,69,1人1つまでと書かれた商品があり、沢山欲しかったため5つ購入した,0,0,0,0,0.0,3,0,0
13138,70,1人1つまでと書かれた商品があり、沢山欲しかったが1つだけ購入した,0,0,0,0,0.0,3,0,0
7327,71,コンサートのチケットが当選したが当日行けなくなったため、定価の倍の値段で他の人に譲った,0,0,0,0,0.0,3,0,0
15308,72,コンサートのチケットが当選したが当日行けなくなったため、他の人に購入した金額で譲った,0,0,0,0,0.0,3,0,0
2402,73,道に迷っている人がいたので、あえて違う道を教えた,0,0,0,0,0.0,3,0,0
9031,74,道に迷っている人がいたので、正しい行先を教えた,0,0,0,0,0.0,3,0,0
12056,75,１９歳の子にアルコール飲料をあげた,0,0,0,0,0.0,3,0,0
15046,76,１９歳の子にノンアルコール飲料をあげた,0,0,0,0,0.0,3,0,0
10452,77,電車に乗ろうとしたら、目の前でドアが閉まりそうだったので鞄をドアに挟んで開けてもらった,0,0,0,0,0.0,3,0,0
19098,78,電車に乗ろうとしたら、目の前でドアが閉まりそうだったので次の電車を待つことにした,0,0,0,0,0.0,3,0,0
11862,79,温泉から見える景色がとても綺麗と聞いたので、スマホを持って入浴した,0,0,0,0,0.0,3,0,0
6462,80,温泉から見える景色がとても綺麗と聞いたので、景色を楽しみながら入浴した,0,0,0,0,0.0,3,0,0
9937,81,賃貸住宅で深夜にスピーカーのボリュームを大きくして音楽を聴いていた,0,0,0,0,0.0,3,0,0
9101,82,賃貸住宅で深夜にヘッドホンのボリュームを大きくして音楽を聴いていた,0,0,0,0,0.0,3,0,0
16580,83,救急車が後ろからサイレンを鳴らしながら走ってきたが、道を譲らなかった,0,0,0,0,0.0,3,0,0
6088,84,救急車が後ろからサイレンを鳴らしながら走ってきたので、道を譲った,0,0,0,0,0.0,3,0,0
5545,85,家に宅急便の人が来て荷物の宛名確認をした時、違う人の名前だったが何も言わずに荷物を受け取った,0,0,0,0,0.0,3,0,0
4735,86,家に宅急便の人が来て荷物の宛名確認をした時、違う人の名前だったので荷物を受け取らなかった,0,0,0,0,0.0,3,0,0
16466,87,急いで家に帰るため、人の家の庭を通り過ぎて帰宅した,0,0,0,0,0.0,3,0,0
12603,88,急いで家に帰るため、路地裏を走って帰宅した,0,0,0,0,0.0,3,0,0
962,89,言うことを聞かなかったので、その日は丸一日ご飯抜きにした,0,0,0,0,0.0,3,0,0
18476,90,言うことを聞かなかったので、その日はおやつ抜きにした,0,0,0,0,0.0,3,0,0
15418,91,車通りが激しく、急いでいたので横断歩道のない道を横断した,0,0,0,0,0.0,3,0,0
10946,92,車通りが激しく、急いでいたが横断歩道のある道を横断した,0,0,0,0,0.0,3,0,0
8541,93,シャボン玉を人の顔目掛けて吹く,0,0,0,0,0.0,3,0,0
10464,94,シャボン玉を空に向けて吹く,0,0,0,0,0.0,3,0,0
4486,95,ペットショップで動物を迎え入れたが中々懐かなかったので理由をつけて返品した,0,0,0,0,0.0,3,0,0
8477,96,ペットショップで動物を迎え入れたが中々懐かなかったので店員にアドバイスを求めに行った,0,0,0,0,0.0,3,0,0
9654,97,植物に除草剤を与える,0,0,0,0,0.0,3,0,0
17642,98,植物に水を与える,0,0,0,0,0.0,3,0,0
12967,99,店で調理中、髪の毛が混入してしまったがほんの少量だったためそのまま料理を提供した,0,0,0,0,0.0,3,0,0
4005,100,店で調理中、髪の毛が混入してしまったため、その料理は破棄した,0,0,0,0,0.0,3,0,0
12110,101,文具屋でペンの書き心地を確かめたかったので、試し書きの紙一杯に絵を描いた,0,0,0,0,0.0,3,0,0
2481,102,文具屋でペンの書き心地を確かめたかったので、試し書きの紙に一文字書いた,0,0,0,0,0.0,3,0,0
3772,103,ホテルの部屋のタオルが気に入ったため、持ち帰った,0,0,0,0,0.0,3,0,0
1062,104,ホテルの部屋のタオルが気に入ったため、従業員にどこのメーカーの物か確認して購入した,0,0,0,0,0.0,3,0,0
10734,105,雨が降ってきたのでコンビニの傘立てにあった傘を持って行った,0,0,0,0,0.0,3,0,0
18471,106,雨が降ってきたのでコンビニで傘を購入した,0,0,0,0,0.0,3,0,0
6500,107,気に入らない人がいたため、他の人にその人のありもしない失敗談を言ってまわった,0,0,0,0,0.0,3,0,0
8766,108,気に入らない人がいたため、なるべく関わらないようにその人を避けた,0,0,0,0,0.0,3,0,0
10210,109,嫁の態度が気に入らなかったため、夕飯の時に嫁の分のご飯を用意しなかった,0,0,0,0,0.0,3,0,0
10742,110,嫁の態度が気に入らなかったため、後日嫁と話し合った,0,0,0,0,0.0,3,0,0
8465,111,お店の商品を購入前に封を開けて食べてから購入した,0,0,0,0,0.0,3,0,0
7990,112,お店の商品を購入してから封を開けて食べた,0,0,0,0,0.0,3,0,0
16650,113,運転中、右折したかったが渋滞していたため反対車線を走行して右折した,0,0,0,0,0.0,3,0,0
4212,114,運転中、右折したかったが渋滞していたため車が進むまで待った,0,0,0,0,0.0,3,0,0
8636,115,SNSで実際の年齢と性別とは異なる事を書いて友達を募集する,0,0,0,0,0.0,3,0,0
409,116,SNSで実際の年齢と性別を書いて友達を募集する,0,0,0,0,0.0,3,0,0
4410,117,人通りが多い道でわざと肩を人にぶつけていちゃもんをつける,0,0,0,0,0.0,3,0,0
19160,118,人通りが多い道で肩があたらないように気を付けて歩く,0,0,0,0,0.0,3,0,0
12580,119,友達のゲームのセーブデータを勝手に消した,0,0,0,0,0.0,3,0,0
329,120,友達のゲームのセーブデータで遊ばせてもらった,0,0,0,0,0.0,3,0,0
11839,121,生食用ではない肉をユッケとして提供した,0,0,0,0,0.0,3,0,0
3301,122,生食用の肉をユッケとして提供した,0,0,0,0,0.0,3,0,0
12318,123,漫画の一場面をプリントしたグッズを個人が作成し、他の人に販売した,0,0,0,0,0.0,3,0,0
2534,124,漫画の一場面をプリントしたグッズを個人が作成し、自分だけで楽しんだ,0,0,0,0,0.0,3,0,0
15114,125,息子が歯磨きをすると言っていたので、歯ブラシにハンドソープをつけて渡した,0,0,0,0,0.0,3,0,0
18317,126,息子が歯磨きをすると言っていたので、歯ブラシに歯磨き粉をつけて渡した,0,0,0,0,0.0,3,0,0
19013,127,無人餃子販売所に行き、自分が作った餃子を無断で冷凍庫に他の商品と混ぜて置いた,0,0,0,0,0.0,3,0,0
341,128,無人餃子販売所に行き、美味しそうな餃子を冷凍から取り出して購入した,0,0,0,0,0.0,3,0,0
15458,129,お店のお菓子が美味しそうだったのでポケットに詰め込んだ,0,0,0,0,0.0,3,0,0
14908,130,お店のお菓子が美味しそうだったのでカゴに入れて会計した,0,0,0,0,0.0,3,0,0
3863,131,自転車が横を通り過ぎようとしていたので、持っていた傘をホイールに差し込んだ,0,0,0,0,0.0,3,0,0
7191,132,自転車が横を通り過ぎようとしていたので、道の端に避けた,0,0,0,0,0.0,3,0,0
11106,133,眠くなったので、道路に寝転がって仮眠をとった,0,0,0,0,0.0,3,0,0
7591,134,眠くなったので、近くのベンチに座って仮眠をとった,0,0,0,0,0.0,3,0,0
2312,135,パン屋に美味しそうなパンが並んでいたので、一口齧って棚に戻した,0,0,0,0,0.0,3,0,0
4229,136,パン屋に美味しそうなパンが並んでいたので、トレーに取って購入した,0,0,0,0,0.0,3,0,0
16470,137,深夜バスで後ろの席の人に了承を得ずに座席を目一杯倒した,0,0,0,0,0.0,3,0,0
1998,138,深夜バスで後ろの席の人に了承を得てから座席を少しだけ倒した,0,0,0,0,0.0,3,0,0
17211,139,動物園で動物に家から持ってきた食べ物を与える,0,0,0,0,0.0,3,0,0
569,140,動物園で動物に園で売っていた動物用の食べ物を与えた,0,0,0,0,0.0,3,0,0
15029,141,手に持ったガスバーナーを人に向けて使う,0,0,0,0,0.0,3,0,0
17494,142,手に持ったガスバーナーを食材に向けて使う,0,0,0,0,0.0,3,0,0
15638,143,ゴミ捨て場のゴミが臭かったため、火をつけて燃やした,0,0,0,0,0.0,3,0,0
14903,144,ゴミ捨て場のゴミが臭かったため、掃除をした,0,0,0,0,0.0,3,0,0
9065,145,階段で大量の荷物を抱えた生徒がいたため後ろから背中を思い切り押した,0,0,0,0,0.0,3,0,0
18722,146,階段で大量の荷物を抱えた生徒がいたため後ろから声をかけて荷物を半分持った,0,0,0,0,0.0,3,0,0
3090,147,友人の不幸を願うために結婚式に参列した,0,0,0,0,0.0,3,0,0
4773,148,友人の幸せを願うために結婚式に参列した,0,0,0,0,0.0,3,0,0
18071,149,家にあった包丁を意味もなく街中で持ち歩いていた,0,0,0,0,0.0,3,0,0
4483,150,店で包丁を購入したため、街中で持ち歩いていた,0,0,0,0,0.0,3,0,0
4384,151,釣りをした後、使っていた仕掛けを海に捨てた,0,0,0,0,0.0,3,0,0
13408,152,釣りをした後、使っていた仕掛けを家で捨てた,0,0,0,0,0.0,3,0,0
16724,153,魚が沢山釣れそうな場所に釣り禁止の看板があったが、気にせず釣りをした,0,0,0,0,0.0,3,0,0
18823,154,魚が沢山釣れそうな場所に釣り禁止の看板があったため、他の場所で釣りをした,0,0,0,0,0.0,3,0,0
13383,155,ゲームセンターのＵＦＯキャッチャーで景品がなかなか取れなかったので、機体を揺らした,0,0,0,0,0.0,3,0,0
17520,156,ゲームセンターのＵＦＯキャッチャーで景品がなかなか取れなかったので、店員に景品の位置を移動してもらった,0,0,0,0,0.0,3,0,0
13394,157,団子屋で団子を購入して店の前で食べ終わった後、ゴミ箱が無かったのでゴミを店のベンチに置いて行った,0,0,0,0,0.0,3,0,0
5059,158,団子屋で団子を購入して店の前で食べ終わった後、ゴミ箱が無かったのでゴミを鞄に入れて持ち帰った,0,0,0,0,0.0,3,0,0
7574,159,出かける用事があったので、赤ちゃんを1人家に置いて出かけた,0,0,0,0,0.0,3,0,0
17070,160,出かける用事があったので、赤ちゃんを連れて出かけた,0,0,0,0,0.0,3,0,0
16181,161,職場の社外秘の資料をファイルに挟んで持ち帰った,0,0,0,0,0.0,3,0,0
19901,162,職場の社外秘の資料をファイルに挟んで会社のロッカーに仕舞った,0,0,0,0,0.0,3,0,0
17700,163,ボール使用禁止の遊技場でサッカーをした,0,0,0,0,0.0,3,0,0
17956,164,ボール使用禁止の遊技場でダンスをした,0,0,0,0,0.0,3,0,0
12830,165,建物内禁煙だったが、誰もいなかったのでタバコを吸った,0,0,0,0,0.0,3,0,0
16106,166,建物内禁煙だったので、喫煙所まで行ってタバコを吸った,0,0,0,0,0.0,3,0,0
16710,167,イートインと持ち帰りで消費税が違う店で商品を購入した時、持ち帰りと言って会計しイートインコーナーで飲食した,0,0,0,0,0.0,3,0,0
4737,168,イートインと持ち帰りで消費税が違う店で商品を購入した時、イートイン利用と言って会計しイートインコーナーで飲食した,0,0,0,0,0.0,3,0,0
4473,169,通販サイトで商品のレビューが欲しかったため、人にお金を払って高評価指定でレビューをしてもらった,0,0,0,0,0.0,3,0,0
1974,170,"通販サイトで商品のレビューが欲しかったため、人に商品を無償で試してもらってレビューを投稿してもらった
",0,0,0,0,0.0,3,0,0
6979,171,ＳＮＳでタレントのありもしない行いをでっち上げて投稿した,0,0,0,0,0.0,3,0,0
14391,172,ＳＮＳでタレントの善い行いについて賞賛した内容を投稿した,0,0,0,0,0.0,3,0,0
12485,173,電車に乗っている時に電話がかかってきたが聞こえにくかったので大声で話した,0,0,0,0,0.0,3,0,0
6546,174,電車に乗っている時に電話がかかってきたがマナーモードにして後で掛けなおした,0,0,0,0,0.0,3,0,0
16698,175,温泉の温度が熱かったため、お湯が冷たくなるまで水を入れた,0,0,0,0,0.0,3,0,0
12166,176,温泉の温度が熱かったため、お湯が適温になるまで水を入れた,0,0,0,0,0.0,3,0,0
4664,177,手持ちのお金が無かったので友人の財布から抜き取った,0,0,0,0,0.0,3,0,0
5284,178,手持ちのお金が無かったので友人にお金を借りた,0,0,0,0,0.0,3,0,0
13957,179,畑に野菜が植わっていたのでいくつか抜いて持ち帰った,0,0,0,0,0.0,3,0,0
10182,180,畑に野菜が植わっていたので生産者の人から購入した,0,0,0,0,0.0,3,0,0
741,181,人の所有する山で所有者の許可無く松茸を取りに行った,0,0,0,0,0.0,3,0,0
3533,182,人の所有する山で所有者の許可を得て松茸を取りに行った,0,0,0,0,0.0,3,0,0
3996,183,海外旅行で日本には無い珍しい植物があったので種子を持ち帰った,0,0,0,0,0.0,3,0,0
15503,184,海外旅行で日本には無い珍しい植物があったので写真を沢山撮影した,0,0,0,0,0.0,3,0,0
7417,185,画鋲を人の靴に刺す,0,0,0,0,0.0,3,0,0
8319,186,画鋲を壁に刺す,0,0,0,0,0.0,3,0,0
15778,187,スーパーで買い物袋を忘れたので店の買い物カゴを持ち帰る,0,0,0,0,0.0,3,0,0
17106,188,スーパーで買い物袋を忘れたのでレジ袋を購入する,0,0,0,0,0.0,3,0,0
5061,189,エスカレーターに乗って逆走する,0,0,0,0,0.0,3,0,0
19938,190,エスカレーターに乗って上階へ移動する,0,0,0,0,0.0,3,0,0
19671,191,同僚の机に置いてあったお弁当が美味しそうだったので、勝手に食べた,0,0,0,0,0.0,3,0,0
15884,192,同僚の机に置いてあったお弁当が美味しそうだったので、コンビニへ行った,0,0,0,0,0.0,3,0,0
16401,193,知人のお土産にゴミを持っていく,0,0,0,0,0.0,3,0,0
17409,194,知人のお土産スイーツを持っていく,0,0,0,0,0.0,3,0,0
14861,195,ホテルの部屋で水を一晩中出しっぱなしにした,0,0,0,0,0.0,3,0,0
16489,196,ホテルの部屋で水を出したらこまめに止めた,0,0,0,0,0.0,3,0,0
3970,197,紙おむつを捨てる場所がなかったので、トイレに流した,0,0,0,0,0.0,3,0,0
19784,198,紙おむつを捨てる場所がなかったので、持ち帰った,0,0,0,0,0.0,3,0,0
13969,199,前に走っている車が遅かったので、車間距離を詰めて急かした,0,0,0,0,0.0,3,0,0
6221,200,前に走っている車が遅かったので、追い越した,0,0,0,0,0.0,3,0,0
795,201,ガソリンスタンドでタバコを吸いながらガソリンを入れる,0,0,0,0,0.0,3,0,0
16626,202,ガソリンスタンドでコーヒーを飲みながらガソリンを入れる,0,0,0,0,0.0,3,0,0
19792,203,道路沿いに生えていた木によって信号機が見えにくかったため、自分で剪定した,0,0,0,0,0.0,3,0,0
16182,204,道路沿いに生えていた木によって信号機が見えにくかったため、市役所に連絡して剪定してもらった,0,0,0,0,0.0,3,0,0
17692,205,前に歩いていた人がお金を落としたので、拾ってポケットにしまった,0,0,0,0,0.0,3,0,0
3592,206,前に歩いていた人がお金を落としたので、拾って落とした人に渡した,0,0,0,0,0.0,3,0,0
19852,207,飲食店で注文した品と違う物が来たが、何も言わずに食べた,0,0,0,0,0.0,3,0,0
18455,208,飲食店で注文して品と違う物がきたので、店員に言って注文した品を持ってきてもらった,0,0,0,0,0.0,3,0,0
7911,209,仕事でミスをしたので、後輩に責任を押し付けた,0,0,0,0,0.0,3,0,0
11374,210,仕事でミスをしたので、自分で責任を背負った,0,0,0,0,0.0,3,0,0
732,211,動物園のふれあい広場で、出入り口を開けたままにして動物を外へ出してあげた,0,0,0,0,0.0,3,0,0
11704,212,動物園のふれあい広場で、出入り口をしっかり閉めてから動物とふれあった,0,0,0,0,0.0,3,0,0
11359,213,フードコートで水を持ってきたので座席に水をかけた,0,0,0,0,0.0,3,0,0
18499,214,フードコートで水を持ってきたので座って水を飲んだ,0,0,0,0,0.0,3,0,0
6489,215,この先立ち入り禁止、という看板があったので看板を見えないところに隠して迂回した,0,0,0,0,0.0,3,0,0
16906,216,この先立ち入り禁止、という看板があったので迂回した,0,0,0,0,0.0,3,0,0
8083,217,アルバイトを不適切な賃金で働かせる,0,0,0,0,0.0,3,0,0
1632,218,アルバイトを適切な賃金で働かせる,0,0,0,0,0.0,3,0,0
493,219,クラスに勉強がとても苦手な子がいたので、皆でその子の机を廊下に出した,0,0,0,0,0.0,3,0,0
5861,220,クラスに勉強がとても苦手な子がいたので、皆でその子に勉強を教えてあげた,0,0,0,0,0.0,3,0,0
14055,221,味噌汁を作っている時に、隠し味として泥を少量入れた,0,0,0,0,0.0,3,0,0
725,222,味噌汁を作っている時に、隠し味としてみりんを少量入れた,0,0,0,0,0.0,3,0,0
3703,223,観光バス旅行中、サービスエリアで休憩している時にたまたま友人が別の車で来ていたので添乗員に言わず友人の車で出発した,0,0,0,0,0.0,3,0,0
12388,224,観光バス旅行中、サービスエリアで休憩している時にたまたま友人が別の車で来ていたので話しかけた,0,0,0,0,0.0,3,0,0
15122,225,泥酔していたため人の家の敷地に入って倒れるように眠った,0,0,0,0,0.0,3,0,0
11126,226,泥酔していたため家に帰ったら倒れるように眠った,0,0,0,0,0.0,3,0,0
17559,227,友人の家に来てチャイムを鳴らしたが、応答が無かったので置いてあった植木鉢を窓に打ちつけた,0,0,0,0,0.0,3,0,0
9405,228,友人の家に来てチャイムを鳴らしたが、応答が無かったので電話をかけた,0,0,0,0,0.0,3,0,0
13678,229,牛丼屋の机に置いてあった紅生姜が入った容器から使っていた箸で紅生姜を取り出した,0,0,0,0,0.0,3,0,0
12339,230,牛丼屋の机に置いてあった紅生姜が入った容器から中に入っていたトングで紅生姜を取り出した,0,0,0,0,0.0,3,0,0
2229,231,中国産の食べ物を国産と表記して販売した,0,0,0,0,0.0,3,0,0
13112,232,熊本県産の食べ物を国産と表記して販売した,0,0,0,0,0.0,3,0,0
9318,233,ピアノの調律を行うことになったので、ピアノの弦を切った,0,0,0,0,0.0,3,0,0
11370,234,ピアノの調律を行うことになったので、美しい音が出るように調律した,0,0,0,0,0.0,3,0,0
17016,235,旅館の料理に自分で虫を入れて、苦情を言った,0,0,0,0,0.0,3,0,0
19114,236,旅館の料理に虫が入っていたので、苦情を言った,0,0,0,0,0.0,3,0,0
18077,237,駄々をこねて泣き叫んでいた子供を置いて帰った,0,0,0,0,0.0,3,0,0
12106,238,駄々をこねて泣き叫んでいた子供にお菓子を買ってあげた,0,0,0,0,0.0,3,0,0
16414,239,扇風機を修理している人がいたので、電源をオンにした,0,0,0,0,0.0,3,0,0
6391,240,扇風機を修理している人がいたので、電源プラグを抜いた,0,0,0,0,0.0,3,0,0
13633,241,空き家があったので、勝手に中に入って住んだ,0,0,0,0,0.0,3,0,0
3093,242,空き家があったので、そこを買い取って住んだ,0,0,0,0,0.0,3,0,0
14646,243,気になる人の事をもっと知りたいため、家に盗聴器を付ける,0,0,0,0,0.0,3,0,0
10163,244,気になる人の事をもっと知りたいため、連絡先を交換する,0,0,0,0,0.0,3,0,0
14899,245,バチで人を叩く,0,0,0,0,0.0,3,0,0
6576,246,バチでマリンバを叩く,0,0,0,0,0.0,3,0,0
12874,247,図書館の本で気になるページがあったため、そのページを破った,0,0,0,0,0.0,3,0,0
471,248,図書館の本で気になるページがあったため、そのページをコピーした,0,0,0,0,0.0,3,0,0
7309,249,人の耳元で楽器を大音量で鳴らす,0,0,0,0,0.0,3,0,0
16295,250,人から距離を取った所で楽器を大音量で鳴らす,0,0,0,0,0.0,3,0,0
12895,251,登山をしている時、後ろに他の登山客がいたので石を転がしてみた,0,0,0,0,0.0,3,0,0
513,252,登山をしている時、後ろに他の登山客がいたので石が落ちないように気をつけた,0,0,0,0,0.0,3,0,0
4649,253,世界遺産の建築物に落書きをする,0,0,0,0,0.0,3,0,0
9557,254,世界遺産の建物にそっと触れる,0,0,0,0,0.0,3,0,0
4019,255,真剣に作業をしている人を後ろからおどろかす,0,0,0,0,0.0,3,0,0
8762,256,真剣に作業をしている人を後ろからそっと見守る,0,0,0,0,0.0,3,0,0
10289,257,咳が出そうになったので、口に手をあてず人に向かって咳をした,0,0,0,0,0.0,3,0,0
1023,258,咳が出そうになったので、口に手をあてて顔を背けて咳をした,0,0,0,0,0.0,3,0,0
17589,259,駐車場に車を停めた時、隣の車にぶつかってしまったので持ち主が来る前に逃げた,0,0,0,0,0.0,3,0,0
4034,260,駐車場に車を停めた時、隣の車にぶつかってしまったので持ち主をまって謝罪した,0,0,0,0,0.0,3,0,0
7744,261,お小遣いが欲しかったため、ゴミ捨て場にあった家具をリサイクルショップへ売りに行った,0,0,0,0,0.0,3,0,0
12766,262,お小遣いが欲しかったため、家にあった不要な家具をリサイクルショップへ売りに行った,0,0,0,0,0.0,3,0,0
14580,263,雪が積もっていたため、雪かきをした雪を隣の家の敷地に捨てた,0,0,0,0,0.0,3,0,0
5407,264,雪が積もっていたため、雪かきをした雪を家の敷地の端に捨てた,0,0,0,0,0.0,3,0,0
8984,265,高速道路で急いでいたので制限速度を大幅に越えた速度で走った,0,0,0,0,0.0,3,0,0
1635,266,高速道路で急いでいたが制限速度内の速度で走った,0,0,0,0,0.0,3,0,0
5872,267,桃が売っていたので、何個か押してみてから桃を購入した,0,0,0,0,0.0,3,0,0
8901,268,桃が売っていたので、見た目が一番美味しそうな桃を購入した,0,0,0,0,0.0,3,0,0
15303,269,回転寿司で食べた皿をレーンに戻した,0,0,0,0,0.0,3,0,0
